customer_city,customer_state,orders,total_revenue,pct_of_total_revenue,cumulative_pct_revenue,revenue_rank
vicentinopolis,GO,2,384.79999999999995,0.0,97.38,2114
munhoz,MG,4,384.67,0.0,97.39,2115
reserva do cabacal,MT,2,383.9,0.0,97.39,2116
rio azul,PR,5,383.7,0.0,97.39,2117
iapu,MG,4,383.15000000000003,0.0,97.4,2118
ibiam,SC,4,382.99,0.0,97.4,2119
propria,SE,3,382.89,0.0,97.4,2120
ceu azul,PR,7,382.56,0.0,97.4,2121
rio claro,RJ,3,380.98,0.0,97.41,2122
nova alvorada do sul,MS,3,380.85,0.0,97.41,2123
juruaia,MG,6,380.78000000000003,0.0,97.41,2124
virgolandia,MG,2,380.0,0.0,97.42,2125
irape,SP,2,379.98,0.0,97.42,2126
anadia,AL,2,379.89,0.0,97.42,2127
balneario arroio do silva,SC,4,379.88,0.0,97.43,2128
ipu,CE,4,379.88,0.0,97.43,2128
bonito,BA,2,378.8,0.0,97.43,2130
manga,MG,3,378.8,0.0,97.43,2130
tupancireta,RS,4,378.77000000000004,0.0,97.44,2132
mata grande,AL,2,378.65000000000003,0.0,97.44,2133
juara,MT,5,378.49,0.0,97.44,2134
cruzilia,MG,4,377.9,0.0,97.44,2135
apodi,RN,3,377.89,0.0,97.45,2136
sud mennucci,SP,5,377.87,0.0,97.45,2137
colombia,SP,5,377.72,0.0,97.45,2138
joviania,GO,5,376.97,0.0,97.46,2139
santo antonio do amparo,MG,4,376.72,0.0,97.46,2140
cidelandia,MA,1,375.96,0.0,97.46,2141
tucunduva,RS,3,374.99,0.0,97.46,2142
passira,PE,1,374.98,0.0,97.47,2143
chapada do norte,MG,2,373.9,0.0,97.47,2144
adolfo,SP,5,373.8,0.0,97.47,2145
campos altos,MG,5,373.68,0.0,97.48,2146
itapemirim,ES,4,372.7,0.0,97.48,2147
mendes pimentel,MG,5,372.69,0.0,97.48,2148
amelia rodrigues,BA,3,372.39,0.0,97.48,2149
valentim gentil,SP,3,372.03000000000003,0.0,97.49,2150
cambara do sul,RS,1,372.0,0.0,97.49,2151
aurora,SC,2,371.9,0.0,97.49,2152
aquiraz,CE,1,370.0,0.0,97.5,2153
caldas do jorro,BA,1,370.0,0.0,97.5,2153
bandeirantes do tocantins,TO,2,369.98,0.0,97.5,2155
indiara,GO,4,369.90999999999997,0.0,97.5,2156
antonio cardoso,BA,2,369.89,0.0,97.51,2157
remanso,BA,5,369.69,0.0,97.51,2158
altaneira,CE,2,369.6,0.0,97.51,2159
pingo-d'agua,MG,1,369.48,0.0,97.52,2160
inaja,PE,2,369.4,0.0,97.52,2161
centenario do sul,PR,4,369.13,0.0,97.52,2162
pindorama,SP,2,368.9,0.0,97.53,2163
quitandinha,PR,2,368.9,0.0,97.53,2163
paulo jacinto,AL,2,368.89,0.0,97.53,2165
itambe,BA,3,368.6,0.0,97.53,2166
conceicao do tocantins,TO,3,367.97,0.0,97.54,2167
aurora,CE,3,367.69,0.0,97.54,2168
santa rita de minas,MG,3,367.66999999999996,0.0,97.54,2169
francisco badaro,MG,3,367.46,0.0,97.54,2170
canhotinho,PE,2,367.0,0.0,97.55,2171
agua doce do norte,ES,4,365.48,0.0,97.55,2172
guidoval,MG,2,364.9,0.0,97.55,2173
santa tereza do oeste,PR,3,364.9,0.0,97.55,2173
rio do oeste,SC,3,364.89,0.0,97.56,2175
santanesia,RJ,4,364.5,0.0,97.56,2176
itau de minas,MG,5,364.45,0.0,97.56,2177
acari,RN,1,364.0,0.0,97.57,2178
japira,PR,3,363.79,0.0,97.57,2179
pedro canario,ES,5,363.79,0.0,97.57,2179
itinga,MG,3,363.5,0.0,97.57,2181
maximiliano de almeida,RS,3,363.49,0.0,97.58,2182
madre de deus de minas,MG,3,362.96,0.0,97.58,2183
camocim de sao felix,PE,2,362.9,0.0,97.58,2184
santa margarida,MG,2,362.9,0.0,97.58,2184
piedade do rio grande,MG,3,362.78,0.0,97.59,2186
maripa,PR,3,361.96999999999997,0.0,97.59,2187
barreirinhas,MA,4,361.42,0.0,97.59,2188
reboucas,PR,6,361.27,0.0,97.6,2189
junqueiro,AL,2,360.89,0.0,97.6,2190
candido de abreu,PR,4,360.8,0.0,97.6,2191
ponto novo,BA,1,360.0,0.0,97.6,2192
alvorada d'oeste,RO,1,359.98,0.0,97.61,2193
sao joao batista do gloria,MG,3,359.6,0.0,97.61,2194
chorozinho,CE,1,359.0,0.0,97.61,2195
abadia dos dourados,MG,3,358.9,0.0,97.61,2196
alvaro de carvalho,SP,2,358.0,0.0,97.62,2197
taquaracu de minas,MG,2,358.0,0.0,97.62,2197
afranio,PE,2,357.9,0.0,97.63,2199
ribeirao do sul,SP,3,357.9,0.0,97.63,2199
peixoto de azevedo,MT,4,357.7,0.0,97.63,2201
morpara,BA,2,357.12,0.0,97.63,2202
goncalves,MG,3,356.9,0.0,97.63,2203
indiapora,SP,3,356.67,0.0,97.64,2204
sales,SP,5,356.52,0.0,97.64,2205
caravelas,BA,3,356.4,0.0,97.64,2206
tapejara,PR,2,355.9,0.0,97.64,2207
taguatinga,TO,3,355.79,0.0,97.65,2208
tangara,SC,1,354.9,0.0,97.65,2209
jari,RS,4,354.8,0.0,97.65,2210
redentora,RS,3,354.59,0.0,97.66,2211
florida paulista,SP,4,353.79,0.0,97.66,2212
planalto,PR,4,353.7,0.0,97.66,2213
quintana,SP,4,353.0,0.0,97.66,2214
sucesso,CE,3,352.9,0.0,97.67,2215
rio maria,PA,3,352.88,0.0,97.67,2216
fundao,ES,4,352.8,0.0,97.67,2217
caiaponia,GO,4,352.78000000000003,0.0,97.67,2218
sao jorge do ivai,PR,1,352.52,0.0,97.68,2219
montalvania,MG,3,352.2,0.0,97.68,2220
capela de santana,RS,2,352.0,0.0,97.68,2221
itapura,SP,6,351.87,0.0,97.68,2222
serra dos aimores,MG,5,351.82,0.0,97.69,2223
tres fronteiras,SP,5,350.39,0.0,97.69,2224
ibipitanga,BA,2,349.98,0.0,97.69,2225
bequimao,MA,1,349.9,0.0,97.71,2226
boa vista das missoes,RS,1,349.9,0.0,97.71,2226
marechal deodoro,AL,1,349.9,0.0,97.71,2226
natividade,TO,1,349.9,0.0,97.71,2226
paripueira,AL,1,349.9,0.0,97.71,2226
governador portela,RJ,4,349.8,0.0,97.71,2231
arneiroz,CE,2,349.6,0.0,97.71,2232
sao joao do paraiso,MG,4,349.5,0.0,97.71,2233
taciba,SP,2,348.98,0.0,97.72,2234
carinhanha,BA,2,348.9,0.0,97.72,2235
tomazina,PR,3,348.8,0.0,97.72,2236
forquilha,CE,4,348.47,0.0,97.72,2237
sao roque do canaa,ES,5,348.0,0.0,97.73,2238
augusto correa,PA,3,347.99,0.0,97.73,2239
massaranduba,SC,3,347.86,0.0,97.73,2240
bandeira,MG,3,347.71,0.0,97.73,2241
moncoes,SP,2,346.98,0.0,97.74,2242
governador eugenio barros,MA,1,346.32,0.0,97.74,2243
serrania,MG,2,345.89,0.0,97.74,2244
moreira sales,PR,3,345.67,0.0,97.75,2245
ouvidor,GO,1,345.0,0.0,97.75,2246
serra azul de minas,MG,2,344.99,0.0,97.75,2247
tombos,MG,4,344.79,0.0,97.75,2248
aratuba,CE,2,343.9,0.0,97.76,2249
indiana,SP,3,343.89,0.0,97.76,2250
dom eliseu,PA,5,343.87,0.0,97.76,2251
pongai,SP,4,343.8,0.0,97.76,2252
timburi,SP,3,343.3,0.0,97.77,2253
sertania,PE,4,343.29,0.0,97.77,2254
monte verde,MG,3,343.09999999999997,0.0,97.77,2255
ascurra,SC,4,342.6,0.0,97.77,2256
imaculada,PB,3,340.89,0.0,97.78,2257
cambuquira,MG,5,340.76,0.0,97.78,2258
iacu,BA,4,340.7,0.0,97.78,2259
santa clara do sul,RS,2,339.99,0.0,97.78,2260
pacuja,CE,1,339.95000000000005,0.0,97.79,2261
nova veneza,GO,4,339.95,0.0,97.79,2262
apuiares,CE,2,339.89,0.0,97.79,2263
itacarambi,MG,3,339.79,0.0,97.79,2264
nova lacerda,MT,1,339.74,0.0,97.8,2265
carnaubais,RN,2,339.0,0.0,97.8,2266
coroaci,MG,2,338.9,0.0,97.8,2267
tocos,RJ,2,338.9,0.0,97.8,2267
jundiai do sul,PR,3,337.96999999999997,0.0,97.81,2269
sao domingos do prata,MG,4,337.89,0.0,97.81,2270
nipoa,SP,2,337.8,0.0,97.81,2271
jumirim,SP,3,337.6,0.0,97.81,2272
arroio grande,RS,3,336.77,0.0,97.82,2273
tejupa,SP,3,335.18,0.0,97.82,2274
palmeiras de goias,GO,3,334.8,0.0,97.82,2275
macedonia,SP,4,334.21,0.0,97.83,2276
milagres,CE,2,334.0,0.0,97.83,2277
glicerio,SP,2,333.99,0.0,97.83,2278
dom pedro,MA,3,333.77,0.0,97.83,2279
satuba,AL,2,333.73,0.0,97.84,2280
xambioa,TO,3,333.68,0.0,97.84,2281
santa monica,PR,2,332.88,0.0,97.84,2282
guaruja do sul,SC,4,331.44,0.0,97.84,2283
cumaru,PE,2,330.99,0.0,97.85,2284
pien,PR,4,330.40000000000003,0.0,97.85,2285
belem,PB,1,330.0,0.0,97.85,2286
constantina,RS,1,330.0,0.0,97.85,2286
monsenhor tabosa,CE,3,329.8,0.0,97.86,2288
tanque novo,BA,3,329.59,0.0,97.86,2289
iacanga,SP,6,329.39,0.0,97.86,2290
jambeiro,SP,4,329.26,0.0,97.86,2291
hulha negra,RS,1,329.0,0.0,97.87,2292
uniao,PI,1,329.0,0.0,97.87,2292
santa terezinha de itaipu,PR,3,328.94,0.0,97.87,2294
arenapolis,MT,2,328.85,0.0,97.87,2295
sao goncalo do rio preto,MG,3,328.19,0.0,97.88,2296
nova ipixuna,PA,1,328.0,0.0,97.88,2297
ribeirao do pinhal,PR,5,328.0,0.0,97.88,2297
bento de abreu,SP,2,327.98,0.0,97.88,2299
jesuania,MG,5,327.98,0.0,97.88,2299
lavinia,SP,4,326.8,0.0,97.89,2301
pendencias,RN,2,326.5,0.0,97.89,2302
goianinha,RN,3,325.3,0.0,97.89,2303
botupora,BA,1,325.0,0.0,97.91,2304
jucas,CE,1,325.0,0.0,97.91,2304
montanhas,RN,1,325.0,0.0,97.91,2304
pedrao,BA,1,325.0,0.0,97.91,2304
serrolandia,BA,2,325.0,0.0,97.91,2304
vieiras,MG,1,325.0,0.0,97.91,2304
arapei,SP,2,324.89,0.0,97.91,2310
tabuleiro,MG,2,324.89,0.0,97.91,2310
campinapolis,MT,3,324.86,0.0,97.91,2312
barra do mendes,BA,3,323.99,0.0,97.92,2313
sobradinho,RS,3,323.9,0.0,97.92,2314
utinga,BA,3,323.89,0.0,97.92,2315
porto calvo,AL,2,323.39,0.0,97.92,2316
sao jose do hortencio,RS,2,322.89,0.0,97.93,2317
cordeiros,BA,1,322.75,0.0,97.93,2318
campestre,MG,3,321.7,0.0,97.93,2319
caibate,RS,1,319.9,0.0,97.94,2320
juruena,MT,3,319.9,0.0,97.94,2320
sucupira do norte,MA,2,319.9,0.0,97.94,2320
igaci,AL,2,319.89,0.0,97.94,2323
santa izabel do oeste,PR,2,319.89,0.0,97.94,2323
fazenda nova,GO,4,319.79,0.0,97.95,2325
carmo da cachoeira,MG,4,319.44,0.0,97.95,2326
palmeira d'oeste,SP,5,319.18,0.0,97.95,2327
eliseu martins,PI,3,318.98,0.0,97.95,2328
laranjal do jari,AP,2,318.8,0.0,97.96,2329
joaquim tavora,PR,3,317.98,0.0,97.96,2330
ita,SC,3,317.89,0.0,97.96,2331
rio casca,MG,5,317.43,0.0,97.96,2332
sooretama,ES,5,317.35999999999996,0.0,97.97,2333
serra do ramalho,BA,4,317.09,0.0,97.97,2334
sabinopolis,MG,5,317.08,0.0,97.97,2335
dona euzebia,MG,2,316.89,0.0,97.97,2336
ribeirao,PE,4,316.4,0.0,97.97,2337
piranga,MG,4,316.19,0.0,97.98,2338
iconha,ES,5,315.74,0.0,97.98,2339
bacuri,MA,3,315.42,0.0,97.98,2340
tunapolis,SC,1,315.39,0.0,97.98,2341
coelho neto,MA,3,314.9,0.0,97.99,2342
sitio novo do tocantins,TO,2,314.9,0.0,97.99,2342
belo vale,MG,3,313.8,0.0,97.99,2344
conceicao das pedras,MG,4,313.59,0.0,97.99,2345
olho d'agua das cunhas,MA,2,312.99,0.0,98.0,2346
rancho queimado,SC,2,312.89,0.0,98.0,2347
itatim,BA,3,312.69,0.0,98.0,2348
santa mariana,PR,4,311.25,0.0,98.0,2349
sao jose da bela vista,SP,3,310.84000000000003,0.0,98.01,2350
soledade de minas,MG,5,309.94,0.0,98.01,2351
sao pedro da agua branca,MA,1,309.9,0.0,98.01,2352
feliz deserto,AL,2,309.89,0.0,98.01,2353
sao tomas de aquino,MG,3,309.8,0.0,98.02,2354
tuparetama,PE,3,309.8,0.0,98.02,2354
monte carlo,SC,3,309.5,0.0,98.02,2356
sertao,RS,3,309.49,0.0,98.02,2357
vereda,BA,2,309.4,0.0,98.02,2358
mariluz,PR,2,308.99,0.0,98.03,2359
pocoes,BA,2,308.99,0.0,98.03,2359
curaca,BA,3,308.9,0.0,98.03,2361
nova itaberaba,SC,2,308.89,0.0,98.03,2362
reserva,PR,3,308.6,0.0,98.04,2363
itanhomi,MG,4,308.55,0.0,98.04,2364
volta grande,MG,4,308.38,0.0,98.04,2365
ouro verde,SP,3,307.96999999999997,0.0,98.04,2366
conceicao da barra,ES,3,306.87,0.0,98.05,2367
mundo novo,GO,2,306.0,0.0,98.05,2368
sao martinho,RS,1,305.99,0.0,98.05,2369
imigrante,RS,3,305.9,0.0,98.05,2370
lagoa do ouro,PE,2,305.9,0.0,98.05,2370
estreito,MA,3,305.89,0.0,98.06,2372
saudades,SC,4,305.84000000000003,0.0,98.06,2373
urubici,SC,3,305.69,0.0,98.06,2374
maria da fe,MG,3,305.55,0.0,98.06,2375
ceara-mirim,RN,2,305.46000000000004,0.0,98.07,2376
inubia paulista,SP,3,304.98,0.0,98.07,2377
bonito,PA,2,304.9,0.0,98.07,2378
brasil novo,PA,3,304.9,0.0,98.07,2378
anchieta,SC,3,302.7,0.0,98.08,2380
claudia,MT,4,302.68,0.0,98.08,2381
oscar bressane,SP,3,301.8,0.0,98.08,2382
viseu,PA,1,301.0,0.0,98.08,2383
centro novo do maranhao,MA,1,299.99,0.0,98.09,2384
pocao,PE,1,299.99,0.0,98.09,2384
ribeiraozinho,MT,2,299.98,0.0,98.09,2386
almino afonso,RN,1,299.9,0.0,98.09,2387
sideropolis,SC,4,299.7,0.0,98.09,2388
florestal,MG,3,299.5,0.0,98.1,2389
ibicoara,BA,3,299.2,0.0,98.1,2390
iguatama,MG,3,299.0,0.0,98.1,2391
porto rico,PR,1,299.0,0.0,98.1,2391
pains,MG,3,298.33,0.0,98.11,2393
sao jose do rio claro,MT,2,298.0,0.0,98.11,2394
senador cortes,MG,1,298.0,0.0,98.11,2394
coluna,MG,3,297.88,0.0,98.11,2396
pantano grande,RS,3,297.79,0.0,98.11,2397
tres barras,SC,5,297.34000000000003,0.0,98.12,2398
gilbues,PI,1,296.0,0.0,98.12,2399
camutanga,PE,3,295.8,0.0,98.12,2400
curiuva,PR,4,295.7,0.0,98.12,2401
bananeiras,PB,5,295.24,0.0,98.13,2402
colonia vitoria,PR,5,294.91,0.0,98.13,2403
oroco,PE,3,294.9,0.0,98.13,2404
ibimirim,PE,3,294.79,0.0,98.13,2405
angulo,PR,3,294.7,0.0,98.13,2406
carneirinho,MG,3,294.5,0.0,98.14,2407
irani,SC,4,294.39,0.0,98.14,2408
verissimo,MG,3,294.12,0.0,98.14,2409
barra do turvo,SP,3,293.9,0.0,98.15,2410
santa ines,BA,3,293.9,0.0,98.15,2410
tibagi,PR,4,293.77,0.0,98.15,2412
planalto,RS,3,292.99,0.0,98.15,2413
ladario,MS,4,292.69,0.0,98.15,2414
novo sao joaquim,MT,3,292.6,0.0,98.15,2415
cruzalia,SP,3,292.4,0.0,98.16,2416
americano do brasil,GO,3,291.49,0.0,98.16,2417
itapissuma,PE,3,290.8,0.0,98.16,2418
aguas frias,SC,1,290.0,0.0,98.16,2419
guariroba,SP,2,289.99,0.0,98.17,2420
agua doce,SC,1,289.98,0.0,98.17,2421
diamante d'oeste,PR,1,289.9,0.0,98.17,2422
vila flores,RS,3,289.89,0.0,98.17,2423
maranguape,CE,3,289.87,0.0,98.17,2424
dumont,SP,3,289.7,0.0,98.18,2425
iepe,SP,5,289.58,0.0,98.18,2426
cajari,MA,1,289.0,0.0,98.19,2427
laranjal,MG,1,289.0,0.0,98.19,2427
pirambu,SE,1,289.0,0.0,98.19,2427
sao jose do campestre,RN,1,289.0,0.0,98.19,2427
taboquinhas,BA,1,289.0,0.0,98.19,2427
wanderley,BA,2,288.98,0.0,98.19,2432
xapuri,AC,2,288.93,0.0,98.19,2433
rechan,SP,2,288.8,0.0,98.2,2434
ubaporanga,MG,3,288.78000000000003,0.0,98.2,2435
bom jardim,PE,1,287.7,0.0,98.2,2436
canitar,SP,2,287.25,0.0,98.2,2437
santa teresinha,BA,2,287.0,0.0,98.2,2438
cacequi,RS,3,286.99,0.0,98.21,2439
sao pedro da uniao,MG,3,286.89,0.0,98.21,2440
tupandi,RS,3,285.99,0.0,98.21,2441
pereiro,CE,3,285.89,0.0,98.21,2442
humaita,AM,4,285.85,0.0,98.22,2443
congonhinhas,PR,2,285.70000000000005,0.0,98.22,2444
santa luzia,PB,5,285.3,0.0,98.22,2445
arroio do tigre,RS,2,285.0,0.0,98.22,2446
sao francisco do guapore,RO,2,284.9,0.0,98.22,2447
monnerat,RJ,2,284.84000000000003,0.0,98.23,2448
coremas,PB,3,284.69,0.0,98.23,2449
perdigao,MG,6,284.5,0.0,98.23,2450
jeronimo monteiro,ES,2,284.0,0.0,98.23,2451
riacho dos machados,MG,3,284.0,0.0,98.23,2451
urai,PR,3,283.9,0.0,98.24,2453
leopoldo de bulhoes,GO,1,283.02,0.0,98.24,2454
porteirinha,MG,5,282.69,0.0,98.24,2455
balneario gaivota,SC,3,282.3,0.0,98.24,2456
antonio prado de minas,MG,3,282.0,0.0,98.25,2457
abre campo,MG,5,281.68,0.0,98.25,2458
ipumirim,SC,5,281.41,0.0,98.25,2459
aiuruoca,MG,4,281.09000000000003,0.0,98.25,2460
itapetim,PE,2,280.8,0.0,98.25,2461
santo expedito,SP,1,280.0,0.0,98.26,2462
novo alegre,TO,1,279.99,0.0,98.26,2463
porto franco,MA,2,279.99,0.0,98.26,2463
americo de campos,SP,1,279.9,0.0,98.27,2465
coracao de maria,BA,1,279.9,0.0,98.27,2465
sao joao do oriente,MG,2,279.9,0.0,98.27,2465
bom jesus da serra,BA,2,279.89,0.0,98.27,2468
pilao arcado,BA,4,279.87,0.0,98.27,2469
formigueiro,RS,2,279.8,0.0,98.27,2470
renascenca,PR,4,279.6,0.0,98.28,2471
medeiros,MG,2,279.49,0.0,98.28,2472
candeias do jamari,RO,1,279.0,0.0,98.28,2473
paranhos,MS,1,279.0,0.0,98.28,2473
ibiaca,RS,2,278.89,0.0,98.29,2475
sao jose do cerrito,SC,3,278.89,0.0,98.29,2475
vargem alta,ES,5,278.89,0.0,98.29,2475
ouro,SC,1,278.79,0.0,98.29,2478
campanario,MG,2,278.7,0.0,98.29,2479
cassia,MG,6,278.29,0.0,98.29,2480
ibiara,PB,1,278.0,0.0,98.3,2481
sao sebastiao do rio verde,MG,1,278.0,0.0,98.3,2481
ibiraja,BA,2,277.95,0.0,98.3,2483
doverlandia,GO,2,277.91999999999996,0.0,98.3,2484
gaurama,RS,3,277.88,0.0,98.3,2485
araci,BA,3,277.87,0.0,98.31,2486
sao francisco do conde,BA,3,276.8,0.0,98.31,2487
ribeirao vermelho,MG,2,275.70000000000005,0.0,98.31,2488
itapeva,MG,5,275.7,0.0,98.31,2489
aguas de sao pedro,SP,2,274.99,0.0,98.32,2490
santaluz,BA,3,274.89,0.0,98.32,2491
serranopolis do iguacu,PR,2,274.89,0.0,98.32,2491
ivate,PR,3,273.98,0.0,98.32,2493
pirenopolis,GO,4,273.87,0.0,98.32,2494
miranda,MS,4,273.8,0.0,98.33,2495
vista alegre do alto,SP,3,272.99,0.0,98.33,2496
barra do tarrachil,BA,3,272.9,0.0,98.33,2497
itaquirai,MS,2,272.9,0.0,98.33,2497
itiuba,BA,4,272.89,0.0,98.33,2499
pardinho,SP,1,272.8,0.0,98.34,2500
perola,PR,2,272.74,0.0,98.34,2501
chapadao do lageado,SC,1,272.70000000000005,0.0,98.34,2502
dom vicoso,MG,2,272.3,0.0,98.34,2503
palmitinho,RS,5,271.69,0.0,98.34,2504
magalhaes de almeida,MA,1,270.9,0.0,98.35,2505
cariri do tocantins,TO,2,270.89,0.0,98.35,2506
vargem grande do rio pardo,MG,1,270.0,0.0,98.35,2507
santana da vargem,MG,4,269.95,0.0,98.35,2508
alagoinha,PB,2,269.9,0.0,98.36,2509
angical,BA,1,269.9,0.0,98.36,2509
ipaumirim,CE,1,269.9,0.0,98.36,2509
itambe,PR,1,269.9,0.0,98.36,2509
itambaraca,PR,2,269.8,0.0,98.36,2513
papagaios,MG,4,269.67,0.0,98.36,2514
itamari,BA,3,268.98,0.0,98.37,2515
buriti dos lopes,PI,2,268.9,0.0,98.37,2516
frei martinho,PB,2,268.9,0.0,98.37,2516
monte alverne,RS,1,268.0,0.0,98.37,2518
vicencia,PE,2,268.0,0.0,98.37,2518
jabora,SC,2,267.9,0.0,98.38,2520
pedra,PE,3,267.68,0.0,98.38,2521
inimutaba,MG,2,266.7,0.0,98.38,2522
alto rio novo,ES,2,266.5,0.0,98.38,2523
janiopolis,PR,3,265.97,0.0,98.38,2524
cabeceira grande,MG,3,265.89,0.0,98.39,2525
setubinha,MG,3,265.89,0.0,98.39,2525
maurilandia,GO,4,265.63,0.0,98.39,2527
itapagipe,MG,5,265.49,0.0,98.39,2528
recreio,MG,3,264.98,0.0,98.39,2529
romaria,MG,2,264.9,0.0,98.4,2530
sao vicente,RN,2,264.89,0.0,98.4,2531
sangao,SC,3,264.79,0.0,98.4,2532
mari,PB,3,264.55,0.0,98.4,2533
atalanta,SC,1,263.99,0.0,98.4,2534
santa cruz,PE,2,263.9,0.0,98.41,2535
itaporanga,PB,2,263.8,0.0,98.41,2536
saudade do iguacu,PR,4,263.79,0.0,98.41,2537
sao pedro de alcantara,SC,2,263.0,0.0,98.41,2538
rondon,PR,2,262.98,0.0,98.41,2539
abaiara,CE,2,262.9,0.0,98.42,2540
indianopolis,PR,4,262.79,0.0,98.42,2541
vera,MT,3,262.79,0.0,98.42,2541
arvorezinha,RS,4,262.5,0.0,98.42,2543
nova alvorada,RS,3,261.8,0.0,98.42,2544
jacinto machado,SC,4,260.49,0.0,98.43,2545
capao do cipo,RS,3,260.0,0.0,98.43,2546
feliz natal,MT,1,259.99,0.0,98.43,2547
trabiju,SP,1,259.99,0.0,98.43,2547
uniao dos palmares,AL,1,259.99,0.0,98.43,2547
goiabeira,MG,2,259.98,0.0,98.44,2550
paraibano,MA,3,259.90999999999997,0.0,98.44,2551
salto do itarare,PR,1,259.9,0.0,98.44,2552
santa terezinha,PE,1,259.9,0.0,98.44,2552
itambe,PE,3,259.88,0.0,98.44,2554
mucurici,ES,1,259.8,0.0,98.45,2555
borrazopolis,PR,2,259.59000000000003,0.0,98.45,2556
nova esperanca do sul,RS,2,259.4,0.0,98.45,2557
altamira do parana,PR,2,259.1,0.0,98.45,2558
cocais,MG,1,259.0,0.0,98.46,2559
rio do antonio,BA,2,259.0,0.0,98.46,2559
soledade,PB,3,258.9,0.0,98.46,2561
alto garcas,MT,2,258.8,0.0,98.46,2562
dona francisca,RS,2,258.7,0.0,98.46,2563
princesa isabel,PB,1,258.0,0.0,98.46,2564
jose de freitas,PI,3,257.9,0.0,98.47,2565
mucuge,BA,1,256.99,0.0,98.47,2566
bataypora,MS,2,256.89,0.0,98.47,2567
major vieira,SC,3,256.89,0.0,98.47,2567
anita garibaldi,SC,5,256.78,0.0,98.47,2569
santo antonio do caiua,PR,1,256.3,0.0,98.48,2570
bernardino de campos,SP,4,256.09,0.0,98.48,2571
jardim,MS,3,256.0,0.0,98.48,2572
minas do leao,RS,1,256.0,0.0,98.48,2572
nova soure,BA,3,255.52,0.0,98.48,2574
icarai de minas,MG,2,254.9,0.0,98.49,2575
nova fatima,PR,4,254.89,0.0,98.49,2576
nova erechim,SC,3,254.79,0.0,98.49,2577
restinga seca,RS,3,254.69,0.0,98.49,2578
olho d'agua das flores,AL,3,254.48,0.0,98.49,2579
barra de santa rosa,PB,1,254.4,0.0,98.49,2580
miraima,CE,2,254.0,0.0,98.5,2581
urupa,RO,3,253.57,0.0,98.5,2582
igaratinga,MG,1,253.52,0.0,98.5,2583
alterosa,MG,3,252.3,0.0,98.5,2584
jequia da praia,AL,2,251.91,0.0,98.5,2585
buritirama,BA,2,251.9,0.0,98.51,2586
quatigua,PR,5,251.7,0.0,98.51,2587
campo do meio,MG,4,251.69,0.0,98.51,2588
formoso do araguaia,TO,4,251.28,0.0,98.51,2589
pouso alto,MG,3,251.0,0.0,98.51,2590
pedra bela,SP,2,250.9,0.0,98.52,2591
engenheiro passos,RJ,2,250.89000000000001,0.0,98.52,2592
caninde de sao francisco,SE,2,250.8,0.0,98.52,2593
humildes,BA,1,249.99,0.0,98.52,2594
presidente juscelino,MA,1,249.99,0.0,98.52,2594
armazem,SC,2,249.9,0.0,98.53,2596
cedro,CE,1,249.9,0.0,98.53,2596
divinesia,MG,1,249.9,0.0,98.53,2596
santana do ipanema,AL,1,249.9,0.0,98.53,2596
cortes,PE,2,249.89000000000001,0.0,98.53,2600
campestre do maranhao,MA,2,249.89,0.0,98.53,2601
glorinha,RS,2,249.8,0.0,98.54,2602
potim,SP,2,249.8,0.0,98.54,2602
itaguacu da bahia,BA,1,249.7,0.0,98.54,2604
brejo grande,SE,1,249.0,0.0,98.54,2605
riqueza,SC,3,248.9,0.0,98.54,2606
sume,PB,3,248.89,0.0,98.55,2607
sarapui,SP,2,248.88,0.0,98.55,2608
santa helena de minas,MG,2,248.33999999999997,0.0,98.55,2609
buenos aires,PE,2,247.9,0.0,98.55,2610
pirauba,MG,3,247.77,0.0,98.55,2611
ipigua,SP,2,247.24,0.0,98.56,2612
luisburgo,MG,2,246.98000000000002,0.0,98.56,2613
sapeacu,BA,2,246.79000000000002,0.0,98.56,2614
potengi,CE,2,245.89000000000001,0.0,98.56,2615
nova monte verde,MT,3,245.79,0.0,98.56,2616
itaituba,PA,3,243.88,0.0,98.56,2617
ivinhema,MS,3,243.69000000000003,0.0,98.57,2618
inacio martins,PR,5,242.99,0.0,98.57,2619
irupi,ES,2,242.99,0.0,98.57,2619
moju,PA,4,242.88,0.0,98.57,2621
ametista do sul,RS,2,242.8,0.0,98.57,2622
santa luzia,MA,2,242.7,0.0,98.58,2623
anta,RJ,3,241.88,0.0,98.58,2624
porto trombetas,PA,2,241.8,0.0,98.58,2625
ocaucu,SP,5,241.6,0.0,98.58,2626
carmesia,MG,1,241.1,0.0,98.58,2627
santana dos montes,MG,2,241.0,0.0,98.58,2628
buritis,RO,2,240.98,0.0,98.59,2629
sao jose do turvo,RJ,3,240.70000000000002,0.0,98.59,2630
carvalhopolis,MG,3,240.32999999999998,0.0,98.59,2631
galinhos,RN,1,240.0,0.0,98.59,2632
osvaldo kroeff,RS,1,239.99,0.0,98.59,2633
araponga,MG,2,239.9,0.0,98.6,2634
santo antonio do grama,MG,2,239.9,0.0,98.6,2634
junco do serido,PB,2,239.89,0.0,98.6,2636
candido mendes,MA,1,239.8,0.0,98.6,2637
pentecoste,CE,2,239.8,0.0,98.6,2637
manduri,SP,3,239.62,0.0,98.6,2639
sao luis do quitunde,AL,2,239.3,0.0,98.61,2640
pau brasil,BA,1,239.2,0.0,98.61,2641
